player_id,teamName,firstName,lastName,vitals_Face ID,vitals_Play Type 2,vitals_Portrait ID,vitals_Headshot ID,vitals_Position,vitals_Secondary Position,vitals_Play Type 1,vitals_Play Initiator,vitals_Play Type 3,vitals_Play Type 4,vitals_Used Retirement Grace,vitals_Contract Thought,attributes_Intangibles,attributes_Driving Layup,attributes_Draw Foul,attributes_Left Foot Durability,attributes_Post Fade,attributes_3pt Shot,attributes_Post Hook,attributes_Interior Defense,attributes_Post Moves,attributes_Close Shot,attributes_Midrange Shot,attributes_Right Hip Durability,attributes_Vertical,attributes_Free Throw,attributes_Ball Control,attributes_Passing IQ,attributes_Right Elbow Durability,attributes_Pass Accuracy,attributes_Right Knee Durability,attributes_Offensive Rebound,attributes_Standing Dunk,attributes_Driving Dunk,attributes_Shot IQ,attributes_Agility,attributes_Passing Vision,attributes_Hands,attributes_Defensive Rebound,attributes_Speed,attributes_Perimeter Defense,attributes_Block,attributes_Offensive Consistency,attributes_Steal,attributes_Right Ankle Durability,attributes_Speed with Ball,attributes_Strength,attributes_Stamina,attributes_Left Ankle Durability,attributes_Left Knee Durability,attributes_Hustle,attributes_Pass Perception,attributes_Defensive Consistency,attributes_Help Defense IQ,attributes_Potential,attributes_Head Durability,attributes_Left Shoulder Durability,attributes_Right Shoulder Durability,attributes_Right Foot Durability,attributes_Left Elbow Durability,attributes_Left Hand Durability,attributes_Right Hand Durability,attributes_Left Hip Durability,attributes_Miscanellous Durability,badges_Rise Up,badges_Ankle Assassin,badges_Float Game,badges_Challenger,badges_Posterizer,badges_Physical Finisher,badges_Off-Ball Pest,badges_Limitless Range,badges_Layup Mixmaster,badges_Aerial Wizard,badges_Hook Specialist,badges_Pick Dodger,badges_Paint Prodigy,badges_Laid Back,badges_Post Powerhouse,badges_Boxout Beast,badges_On-Ball Menace,badges_Post-Up Poet,badges_Post Fade Phenom,badges_Deadeye,badges_Dimer,badges_Slippery Off-Ball,badges_Mini Marksman,badges_Set Shot Specialist,badges_Shifty Shooter,badges_Reserved,badges_Bail Out,badges_Break Starter,badges_Finance Savvy,badges_Handles for Days,badges_Expressive,badges_Keep It Real,badges_Unpluckable,badges_Rebound Chaser,badges_High-Flying Denier,badges_Versatile Visionary,badges_Extremely Confident,badges_Lightning Launch,badges_Strong Handle,badges_Post Lockdown,badges_Brick Wall,badges_Glove,badges_Interceptor,badges_Pogo Stick,badges_Paint Patroller,badges_Immovable Enforcer,badges_Friendly,badges_Enforcer,badges_Team Player,badges_Pat My Back,badges_Work Ethic,badges_Unpredictable,badges_Media Ringmaster,badges_Warm Weather Fan,badges_Alpha Dog,tendencies_Contested Jumper Mid,tendencies_Spot Up Shot Mid,tendencies_Off Screen Shot Mid,tendencies_Crash,tendencies_Contested Jumper 3pt,tendencies_Driving Step Back,tendencies_Shot Close,tendencies_Drive Pull Up Mid,tendencies_Setup With Sizeup,tendencies_Driving Dunk Tendency,tendencies_Drive Pull Up 3pt,tendencies_Shot Close Left,tendencies_Spot Up Shot 3pt,tendencies_Off Screen Shot 3pt,tendencies_Shot Close Middle,tendencies_Shot Close Right,tendencies_Shot Mid Center,tendencies_Shot Mid Left,tendencies_Shot Mid Left Center,tendencies_Shot Mid Right,tendencies_Dish To Open Man,tendencies_Shot Mid Right Center,tendencies_Standing Dunk Tendency,tendencies_Shot Mid,tendencies_Driving Spin,tendencies_Shot 3pt,tendencies_Stepback Jumper Mid,tendencies_Shot 3pt Center,tendencies_Euro Step Layup,tendencies_Shot 3pt Left,tendencies_Shot 3pt Left Center,tendencies_Spin Layup,tendencies_Shot 3pt Right,tendencies_Shot 3pt Right Center,tendencies_Shot Under Basket,tendencies_Spin Jumper Tendency,tendencies_Step Through Shot,tendencies_Off Screen Drive,tendencies_Spot Up Drive,tendencies_Stepback Jumper 3pt,tendencies_Driving Layup Tendency,tendencies_Transition Pull Up 3pt,tendencies_Use Glass,tendencies_Triple Threat Jab Step,tendencies_Touches,tendencies_Flashy Dunk,tendencies_Drive Right,tendencies_Alley-Oop,tendencies_Driving Double Crossover,tendencies_Transition Spot Up,tendencies_Putback Dunk,tendencies_Hop Step Layup,tendencies_No Setup Dribble,tendencies_Floater,tendencies_Triple Threat Pump Fake,tendencies_Triple Threat Idle,tendencies_Pass Interception,tendencies_Driving Dribble Hesitation,tendencies_Setup With Hesitation,tendencies_Triple Threat Shoot,tendencies_Drive,tendencies_On Ball Steal,tendencies_Driving Behind The Back,tendencies_Driving Crossover,tendencies_Driving Half Spin,tendencies_Driving In And Out,tendencies_No Driving Dribble Move,tendencies_Attack Strong On Drive,tendencies_Flashy Pass,tendencies_Alley Oop Pass,tendencies_Post Up,tendencies_Post Shimmy Shot,tendencies_Post Face Up,tendencies_Post Back Down,tendencies_Post Aggressive Backdown,tendencies_Shoot From Post,tendencies_Post Hook Left,tendencies_Post Hook Right,tendencies_Post Fade Left,tendencies_Post Fade Right,tendencies_Post Up And Under,tendencies_Post Hop Shot Tendency,tendencies_Post Step Back Shot,tendencies_Post Drive,tendencies_Post Spin,tendencies_Post Drop Step,tendencies_Post Hop Step,tendencies_Shoot,tendencies_Roll Vs Pop,tendencies_Iso Vs Elite Defender,tendencies_Iso Vs Good Defender,tendencies_Iso Vs Average Defender,tendencies_Iso Vs Poor Defender,tendencies_Play Discipline,tendencies_Take Charge,tendencies_Contest Shot,tendencies_Block Shot,tendencies_Foul,tendencies_Hard Foul
545,Current ,Skal,Labissiere,7209,3 PT,10488,0,C,PF,P&R Roll Man,No,N/A,N/A,0,0,40,62,40,88,65,73,65,73,65,79,78,86,77,70,57,55,77,37,85,69,75,60,50,63,34,76,78,70,62,60,40,54,85,57,56,80,74,72,85,38,50,73,72,86,85,88,88,87,85,85,84,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,80,0,0,35,0,3,0,0,3,3,1,3,19,21,25,3,55,35,0,5,0,2,0,5,25,20,5,4,35,15,45,0,0,0,25,0,15,10,60,35,50,30,0,0,35,15,100,5,15,30,40,0,0,20,0,40,0,0,0,0,99,30,0,0,25,0,25,75,5,30,55,55,15,15,25,10,15,0,0,35,35,65,0,0,0,0,0,0,55,35,20,50,40
546,Current ,Malachi,Flynn,8018,Handoff Receiver,9828,9828,PG,N/A,P&R Point,Yes,Isolation,3 PT,0,0,50,84,69,80,37,76,25,27,25,86,84,86,65,77,76,73,85,74,84,37,25,25,65,76,70,73,55,73,69,45,80,63,79,73,44,83,80,84,70,68,55,69,77,86,88,87,77,85,86,84,86,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,30,30,15,5,30,27,80,10,0,75,36,95,35,60,4,49,11,13,9,60,18,0,5,5,69,28,29,35,23,17,65,14,17,28,10,15,5,10,27,50,12,10,55,65,0,45,25,10,40,25,55,5,20,55,15,75,30,85,10,95,55,10,15,10,10,55,40,25,5,0,0,0,0,45,10,0,0,15,15,0,0,0,5,5,0,0,60,0,0,5,10,20,85,5,50,15,54,5
547,Current ,Kendall,Brown,8237,Mid Range,10087,10087,SF,SG,P&R Wing,No,Cutter,N/A,0,0,30,67,34,80,38,73,39,59,40,70,68,80,84,69,71,69,80,70,80,39,57,80,80,74,50,80,47,74,68,52,40,55,80,67,44,85,80,80,81,65,60,65,75,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,45,10,0,0,23,45,0,70,25,27,45,25,46,27,34,0,17,41,40,8,70,2,0,86,25,12,0,29,12,0,35,12,51,0,15,75,10,25,20,0,0,10,40,15,50,25,0,0,35,0,55,0,50,50,75,15,45,0,55,5,0,15,0,0,75,60,10,10,0,0,0,0,45,10,0,0,15,15,0,0,0,40,15,0,0,40,50,0,0,0,0,99,5,15,5,99,5
548,Current ,Kevon,Harris,1,P&R Roll Man,10117,10117,SF,SG,P&R Wing,No,Handoff Receiver,Cutter,0,0,25,75,49,80,56,81,33,60,45,75,72,80,78,76,69,65,80,64,80,59,40,75,40,71,29,79,51,71,62,51,60,53,80,69,58,85,80,80,84,60,45,45,70,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,43,0,0,49,35,10,70,40,24,75,25,42,34,25,22,16,18,55,19,0,3,0,62,25,30,0,10,25,0,10,25,32,0,25,25,5,25,55,0,5,5,60,89,30,35,0,0,25,0,30,10,5,50,5,15,60,15,50,45,0,15,0,5,75,45,65,30,0,0,0,0,60,10,0,0,15,15,0,0,0,5,5,0,0,40,50,0,5,10,15,85,5,99,15,88,5
549,Current ,Matt,Ryan,8258,P&R Wing,10035,10035,SF,SG,Handoff Receiver,No,Cutter,3 PT,0,0,30,74,37,78,40,81,40,42,40,77,65,78,69,90,67,68,78,65,78,34,40,55,60,64,32,95,47,55,64,32,60,35,78,52,54,89,78,78,70,50,40,55,71,78,78,78,78,78,78,78,78,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35,35,50,30,0,12,55,5,70,45,66,95,55,34,0,18,9,18,55,25,0,0,5,0,84,26,12,0,35,23,0,17,13,3,0,15,5,5,26,5,0,5,5,55,5,35,25,0,60,25,0,55,5,5,50,45,15,40,0,20,25,0,15,0,0,70,75,10,0,0,0,0,0,55,10,0,0,15,15,0,0,0,5,5,0,0,45,50,0,0,0,0,99,5,70,10,60,5
550,Current ,Moses,Brown,7914,Post Up Low,7914,7914,C,N/A,P&R Roll Man,No,N/A,N/A,0,0,25,76,55,80,42,26,52,72,64,73,46,80,75,46,44,58,80,44,80,89,75,60,60,54,30,75,91,42,52,72,50,40,80,35,74,75,80,80,60,58,45,72,73,80,80,80,80,80,80,80,80,80,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,25,5,0,0,36,25,0,90,25,0,0,25,100,0,30,10,25,10,20,25,99,2,0,0,0,30,5,10,25,5,10,25,79,0,15,5,5,0,70,0,0,5,55,60,50,99,0,0,99,10,95,5,5,50,40,15,5,65,20,30,0,15,0,0,99,80,5,0,10,25,35,65,75,10,45,55,15,15,25,0,25,15,25,35,30,55,99,0,0,0,0,99,5,99,45,98,5
551,Current ,Killian,Hayes,8002,Handoff Receiver,9806,9806,PG,SG,P&R Ball Handler,Yes,Isolation,Cutter,0,0,70,74,45,82,55,73,35,49,60,89,79,82,70,70,83,84,84,82,83,31,25,60,70,79,72,85,55,79,73,56,65,59,82,75,56,89,84,82,85,70,65,69,77,85,84,82,81,82,82,80,81,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,35,30,65,5,60,55,99,20,75,60,16,90,30,71,13,22,15,18,23,45,22,0,18,15,26,25,26,35,11,28,60,11,24,9,40,15,5,25,30,35,15,10,60,65,0,30,25,0,25,25,45,5,25,5,30,85,40,75,10,95,45,15,30,15,10,75,55,35,10,0,0,0,0,55,10,5,10,15,30,0,0,0,5,5,0,0,45,50,5,10,20,35,30,5,60,25,54,5
552,Current ,Jalen,Crutcher,1,Isolation,10373,0,PG,N/A,P&R Point,Yes,N/A,N/A,0,0,40,74,35,80,31,80,30,40,30,74,72,71,78,80,78,74,80,75,80,33,25,35,60,84,68,70,37,84,60,26,45,40,79,84,48,80,81,72,76,52,35,50,70,80,84,83,81,83,81,82,83,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,25,25,20,5,1,20,5,0,5,0,65,25,100,0,18,37,0,27,70,18,0,1,5,43,25,30,35,15,16,35,15,24,4,0,0,1,5,25,25,0,5,5,40,0,50,25,0,0,0,35,0,65,5,50,99,15,95,0,99,70,0,20,5,5,99,35,55,5,0,0,0,0,40,10,0,0,15,15,0,0,0,0,0,0,0,45,0,0,5,5,15,90,5,50,40,54,5
553,Current ,Cody,Zeller,2690,N/A,2757,2757,C,N/A,P&R Roll Man,No,N/A,N/A,0,0,30,65,65,85,65,38,67,60,67,80,70,85,80,69,40,64,85,68,85,79,75,75,60,54,58,79,77,70,37,47,60,36,85,31,75,89,85,85,95,60,55,76,78,86,86,85,85,85,85,85,85,80,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,30,5,0,0,12,35,0,80,25,21,25,25,55,24,0,20,20,40,20,20,80,1,0,3,25,45,0,1,17,0,7,30,53,0,40,5,10,25,45,0,5,75,65,30,40,25,0,0,75,0,95,45,75,10,70,15,5,20,20,35,0,15,0,0,99,80,5,0,0,0,0,99,60,10,0,0,15,15,0,0,0,5,5,0,0,40,95,0,0,0,0,99,60,99,25,99,5
554,Current ,Yuri,Collins,1,Isolation,10485,0,PG,N/A,P&R Point,Yes,P&R Roll Man,N/A,0,0,30,75,42,80,40,74,28,30,25,77,70,80,75,78,86,80,80,80,80,36,25,50,50,89,80,78,43,89,70,35,35,75,80,89,34,80,80,80,87,78,45,60,71,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,15,45,55,45,60,41,99,20,0,99,0,99,35,50,50,0,25,25,50,50,0,0,8,20,64,31,12,15,18,23,35,18,29,21,0,0,1,15,37,60,0,5,55,60,0,25,25,20,0,0,25,0,30,5,25,99,65,80,0,95,99,20,25,10,25,90,30,35,60,0,0,0,0,25,10,0,0,15,15,0,0,0,0,0,0,0,45,0,5,10,20,45,65,5,15,5,58,5
555,Current ,Jalen,McDaniels,7871,P&R Roll Man,7871,7871,PF,SF,Handoff Receiver,No,P&R Wing,Mid Range,0,0,60,76,52,80,68,60,62,59,59,87,80,80,73,84,69,59,80,55,80,42,60,65,70,73,37,68,57,73,55,50,70,49,80,69,60,80,80,80,80,50,35,55,75,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,30,5,5,10,42,55,5,80,35,20,95,30,60,20,0,66,0,34,40,0,50,2,0,48,25,4,0,33,4,0,37,22,34,0,15,55,25,25,45,0,5,5,55,45,55,70,0,0,40,0,70,20,5,50,85,15,25,15,95,45,0,15,0,0,75,60,5,5,0,0,0,0,0,10,0,0,15,15,0,0,0,5,5,0,0,55,20,0,0,5,5,95,5,75,15,70,5
556,Current ,Liam,Robbins,1,P&R Wing,10460,0,C,N/A,P&R Roll Man,No,Cutter,Isolation Wing,0,0,60,66,49,80,59,73,60,52,60,72,72,80,57,73,62,47,80,50,80,60,60,60,60,40,35,80,66,40,40,60,40,49,80,37,60,80,80,80,75,57,35,40,71,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,10,0,0,34,35,10,75,25,32,85,25,26,42,25,33,9,33,35,0,55,25,0,31,25,6,0,23,10,0,37,24,55,0,15,45,25,25,25,0,0,5,60,15,25,60,0,35,15,0,75,5,5,50,65,15,15,20,45,40,0,15,0,0,80,65,10,0,10,0,50,50,60,10,5,5,15,15,0,0,0,5,5,0,0,50,70,0,5,10,20,85,5,99,60,52,5
557,Current ,Jahlil,Okafor,4447,P&R Roll Man,4447,4447,C,N/A,Post Up Low,No,Post Up High,Cutter,0,0,45,77,60,84,80,60,80,66,80,85,77,84,60,76,42,68,84,60,84,61,90,60,60,43,31,87,61,48,33,52,60,35,84,42,84,85,84,84,85,48,35,62,74,84,84,85,85,84,84,84,84,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,10,5,2,0,23,7,0,70,1,19,6,0,66,15,0,50,0,50,40,0,99,3,0,0,28,0,0,0,100,0,0,0,70,0,71,30,5,25,20,0,0,5,65,10,15,25,0,0,35,0,0,10,85,25,30,0,0,35,10,20,0,0,0,0,25,15,0,0,55,0,20,55,35,26,44,55,36,36,40,25,0,45,35,50,50,50,75,5,10,15,30,70,20,99,15,80,10
558,Current ,Erik,Stevenson,1,Handoff Receiver,10486,0,SG,PG,P&R Ball Handler,Yes,3 PT,Isolation,0,0,65,70,45,80,42,78,40,40,40,70,77,80,65,92,67,67,80,60,80,48,40,55,65,60,57,80,52,67,57,40,45,52,80,65,42,80,80,80,75,57,35,50,71,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,55,20,35,55,26,15,5,70,20,17,99,45,61,22,11,24,17,25,35,23,0,8,20,77,27,22,15,6,10,55,7,55,31,35,24,1,10,29,65,12,5,95,70,0,45,25,10,35,0,50,0,30,75,10,70,60,95,95,75,40,0,15,10,15,99,35,25,25,0,0,25,20,30,10,4,0,21,21,0,0,0,35,0,0,0,60,0,0,5,5,10,90,5,55,5,46,5
559,Current ,Johnny,Davis,8030,P&R Ball Handler,10049,10049,SG,SF,Cutter,Yes,Handoff Receiver,P&R Roll Man,0,0,85,80,69,80,51,70,49,68,47,76,60,80,75,70,82,70,80,70,80,45,40,70,60,79,32,80,61,78,73,70,60,79,80,70,54,85,80,80,70,55,60,68,83,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,30,35,78,5,50,26,99,5,70,50,36,95,35,36,28,6,22,24,24,30,24,45,4,30,23,25,12,99,29,17,80,33,9,37,45,85,80,25,25,60,5,10,20,70,15,50,25,0,15,35,75,25,50,30,10,85,40,70,15,35,40,30,60,30,25,75,70,35,5,0,0,0,0,55,10,0,0,15,15,0,0,0,5,5,0,0,35,99,0,5,5,10,90,5,40,25,66,5
560,Current ,Adama,Sanogo,8155,Post Up Low,10337,10337,C,PF,P&R Roll Man,No,N/A,N/A,0,0,40,70,48,80,50,69,50,63,50,72,70,80,62,72,50,50,80,52,80,70,70,75,60,68,38,80,74,70,40,56,40,46,80,49,71,80,80,80,80,55,50,50,77,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,30,30,5,45,38,35,5,75,40,20,95,35,56,24,0,34,0,66,20,0,60,0,10,0,25,30,30,10,25,60,10,25,99,20,20,5,10,25,75,8,10,75,70,55,65,35,0,20,99,55,90,20,75,15,40,40,5,25,5,20,0,30,10,15,80,80,5,0,35,0,0,99,70,20,5,0,35,40,0,20,0,5,5,0,0,75,99,0,0,5,10,95,5,80,5,54,5
561,Current ,Daishen,Nix,1,Isolation,9977,9977,PG,SG,P&R Ball Handler,Yes,P&R Roll Man,Mid Range,0,0,45,75,40,80,51,74,35,37,42,74,60,80,75,67,75,74,80,72,80,35,40,75,65,86,68,80,49,90,60,42,70,46,80,87,63,80,80,80,85,58,40,52,72,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,10,0,0,36,35,5,85,65,0,95,35,100,0,80,20,0,0,60,0,45,0,0,99,25,12,0,19,19,0,25,25,14,0,15,5,10,25,50,0,5,5,50,45,45,25,0,35,25,0,10,10,5,50,99,30,85,15,85,99,0,30,0,15,75,40,15,55,0,0,0,0,65,10,0,0,15,15,0,0,0,5,5,0,0,85,0,0,5,5,10,90,5,25,5,28,5
562,Current ,Bojan,Bogdanovic,2560,3 PT,4195,4195,SF,PF,P&R Wing,No,Isolation Wing,Handoff Receiver,0,0,50,79,50,85,60,83,49,54,64,92,90,85,72,77,74,82,85,77,85,33,40,70,60,72,40,70,50,67,72,32,50,37,85,66,60,93,85,85,75,62,70,75,80,85,85,85,85,85,85,85,85,80,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,50,65,65,25,0,45,99,10,65,85,31,95,70,34,35,7,20,20,13,40,40,0,12,0,81,20,12,0,22,17,0,34,15,28,5,15,20,45,15,65,35,10,5,75,20,45,25,0,60,30,15,50,15,5,50,35,15,30,30,90,25,0,15,0,0,75,60,20,10,15,0,25,75,50,10,10,5,15,20,0,0,0,5,5,0,0,75,0,5,5,10,25,25,5,50,10,46,20
563,Current ,Jaylen,Nowell,7862,Handoff Receiver,7862,7862,PG,SG,P&R Ball Handler,Yes,Cutter,3 PT,0,0,50,84,79,80,40,71,27,29,38,86,85,80,79,78,75,68,80,64,80,47,25,65,70,80,59,78,52,81,60,52,70,28,80,77,39,85,80,80,80,58,40,55,76,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,35,35,40,5,40,49,90,10,70,85,0,95,35,43,57,0,50,0,25,40,25,0,6,20,49,28,19,55,46,8,55,4,23,18,25,25,55,25,27,55,10,5,95,60,0,55,30,0,15,35,65,10,35,95,10,25,25,80,30,70,25,10,15,10,10,70,60,30,5,0,0,0,0,40,10,0,0,15,15,0,0,0,5,5,0,0,55,0,0,5,10,20,85,5,25,15,50,5
564,Current ,Isaiah,Wong,8148,Handoff Receiver,10328,10328,SG,PG,P&R Ball Handler,Yes,Isolation,3 PT,0,0,50,79,59,80,32,70,26,37,26,79,86,80,80,70,76,72,80,72,80,53,25,45,70,76,68,80,44,79,60,25,70,63,80,74,40,85,80,80,69,57,45,60,79,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,30,35,20,25,90,65,5,70,80,0,99,35,100,0,0,0,0,100,50,0,0,6,10,63,27,19,0,6,38,0,12,25,74,0,15,20,10,31,60,10,5,5,55,5,30,25,5,55,25,0,10,15,5,50,5,30,85,5,65,5,5,15,10,5,75,50,30,45,0,0,0,0,40,10,4,4,15,15,0,0,0,0,0,0,0,95,50,0,0,5,10,95,5,10,5,5,5
565,Current ,Christian,Wood,4485,Post Up Low,4485,4485,C,PF,P&R Roll Man,No,Isolation Wing,Handoff Receiver,0,0,25,82,65,84,79,73,81,60,81,82,71,84,66,77,60,40,84,30,84,51,90,85,25,62,34,95,87,56,60,72,65,35,84,44,74,93,84,84,85,62,50,74,84,84,84,84,84,84,84,84,84,80,2,0,0,0,0,1,0,0,0,2,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,35,30,10,5,0,22,50,25,85,50,14,95,35,53,33,7,9,19,56,25,9,80,4,0,47,52,20,0,12,20,0,26,22,35,0,15,75,15,45,45,0,10,5,60,55,55,99,0,30,45,0,50,30,5,50,25,15,25,20,35,25,0,15,0,0,90,75,5,0,15,0,35,65,70,10,0,0,15,15,20,0,15,25,30,10,20,55,60,5,10,25,45,60,5,99,45,60,5
566,Current ,Taze,Moore,1,Isolation Wing,10366,0,SG,SF,P&R Roll Man,No,Cutter,Handoff Receiver,0,0,55,70,40,80,44,69,47,49,44,69,68,81,90,64,68,57,85,60,68,50,50,83,60,76,55,92,56,77,64,54,35,37,70,69,55,85,80,80,85,58,40,54,71,84,85,88,80,84,84,86,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,18,3,0,75,0,18,3,10,41,41,0,41,5,45,30,9,0,9,0,63,25,23,0,23,0,0,54,0,81,0,0,60,5,25,20,0,0,5,50,55,1,25,0,0,45,0,0,0,5,50,85,0,0,0,90,60,0,0,0,0,99,15,5,30,0,0,0,0,0,10,6,3,35,53,0,0,0,60,0,0,0,75,99,0,0,0,0,99,5,15,5,72,5
567,Current ,Armel,Traoré,1,Post Up Low,10447,0,PF,SF,P&R Roll Man,No,N/A,N/A,0,0,50,65,49,80,52,69,52,58,54,69,64,80,77,64,50,50,80,49,80,59,70,75,50,55,30,78,67,59,55,67,40,40,80,49,60,80,80,80,80,52,40,58,72,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,25,15,0,0,39,25,5,75,25,9,0,25,73,18,20,0,0,80,20,0,99,25,0,9,25,0,0,50,0,0,50,0,63,0,15,5,5,25,25,0,0,5,50,55,75,99,0,0,65,15,65,0,5,50,50,15,30,40,45,30,0,15,0,0,99,80,10,0,0,0,0,99,65,10,10,0,15,15,0,0,0,30,15,0,0,60,99,0,0,5,5,99,5,99,99,90,5
