NBA_ID,Season,Player,Team(s),Overall Impact Rating,Offensive Impact Rating,Defensive Impact Rating
1882,2014-15,Elton Brand,ATL,62.97607090349431,51.34635022727251,82.49704502402788
1882,2015-16,Elton Brand,PHI,40.0,29.489504217018208,69.1689275417428
1889,2013-14,Andre Miller,2TM,80.50649066064516,79.63897263891093,70.74368895084619
1889,2014-15,Andre Miller,2TM,75.83827078604457,82.41549446471572,64.25455329859668
1889,2015-16,Andre Miller,2TM,46.74601201287091,62.27987687130387,42.62662981706981
1890,2013-14,Shawn Marion,DAL,80.1128671947573,80.75226264127059,70.90782643025351
1890,2014-15,Shawn Marion,CLE,70.0,70.30765781771989,70.5655618394438
1891,2013-14,Jason Terry,BRK,57.48507677902575,71.62370527931839,57.963882452503675
1891,2014-15,Jason Terry,HOU,80.74358465413839,80.44156792041042,70.35754670967438
1891,2015-16,Jason Terry,HOU,59.13726395744705,80.31219980470634,49.33252205188168
1891,2016-17,Jason Terry,MIL,70.0,67.46307112709434,69.38979672146934
1891,2017-18,Jason Terry,MIL,59.48649938087017,61.66111332537028,67.36902614957779
1897,2013-14,Metta World Peace,NYK,68.3154045406272,67.15391330455202,76.29148566338368
1897,2015-16,Metta World Peace,LAL,59.99398781240318,63.220275430310686,70.2139304642165
1897,2016-17,Metta World Peace,LAL,32.6897493092009,33.75400861257159,46.20226739916405
1905,2013-14,Andrei Kirilenko,BRK,70.16498299074684,68.40006729044694,73.37737303501171
1905,2014-15,Andrei Kirilenko,BRK,40.0,35.53496813832547,51.61712134544939
1938,2013-14,Manu Ginobili,SAS,97.58095947661722,96.19319104509269,84.81738204097385
1938,2014-15,Manu Ginobili,SAS,96.06551665214465,89.94390275491617,88.76137163651802
1938,2015-16,Manu Ginobili,SAS,96.2582792226073,88.88522341662731,88.80053607433051
1938,2016-17,Manu Ginobili,SAS,91.89352425812578,87.35751360960197,82.71359628528295
1938,2017-18,Manu Ginobili,SAS,76.02086831140608,83.09785702073519,67.2466369855405
2030,2013-14,Kenyon Martin,NYK,76.98061743800395,62.20841822819572,86.70813751048858
2030,2014-15,Kenyon Martin,MIL,45.3374174652712,31.88165328316177,59.69617677165596
2034,2013-14,Mike Miller,MEM,78.22170518868305,82.36680991514591,61.80186851878863
2034,2014-15,Mike Miller,CLE,53.382936911287196,53.46895647147937,66.5744340076812
2034,2015-16,Mike Miller,DEN,30.656079341577374,30.836516525320068,56.65939559856513
2034,2016-17,Mike Miller,DEN,40.25728662143413,37.096187469451365,61.040308009950444
2037,2013-14,Jamal Crawford,LAC,89.92095635418347,96.03863555990714,55.434255504304986
2037,2014-15,Jamal Crawford,LAC,79.7459285642533,91.76496752936333,51.38244101833982
2037,2015-16,Jamal Crawford,LAC,59.76748602704794,77.9935497357018,52.02837086213323
2037,2016-17,Jamal Crawford,LAC,44.33050315628721,69.65240224915352,40.376952572628326
2037,2017-18,Jamal Crawford,MIN,41.11275453858278,77.29687814338817,32.46864624749833
2037,2018-19,Jamal Crawford,PHO,40.0,65.52159032045162,30.680851486767494
2037,2019-20,Jamal Crawford,BRK,46.48686063662689,60.11390407319169,39.901858438045956
2045,2013-14,Hedo Turkoglu,LAC,70.0,65.72294573552522,77.11456520954933
2045,2014-15,Hedo Turkoglu,LAC,70.0,68.06118643380674,70.17486485694506
2199,2013-14,Tyson Chandler,NYK,88.38360322166706,85.5806894428542,82.26204937248019
2199,2014-15,Tyson Chandler,DAL,97.25981518098847,93.21875234910652,88.6295711888454
2199,2015-16,Tyson Chandler,PHO,78.62016205194818,59.973212544085555,82.62391240602713
2199,2016-17,Tyson Chandler,PHO,87.38257815156219,74.52809485429682,86.46013583663546
2199,2017-18,Tyson Chandler,PHO,70.0,60.34678293636346,76.61382759252618
2199,2018-19,Tyson Chandler,2TM,65.30484402215622,51.03667413455976,84.54927719835771
2199,2019-20,Tyson Chandler,HOU,40.0,37.119093590615975,61.70445698127671
2200,2013-14,Pau Gasol,LAL,77.88527731322444,78.98555822524915,67.30109786695702
2200,2014-15,Pau Gasol,CHI,97.04395293294208,94.12491631834862,84.71720321685414
2200,2015-16,Pau Gasol,CHI,97.14769695323366,89.09522653039066,90.54070868503189
2200,2016-17,Pau Gasol,SAS,96.33719752795871,89.23911994573359,87.49583189265923
2200,2017-18,Pau Gasol,SAS,96.10318532760807,82.52790684582142,91.29027751486011
2200,2018-19,Pau Gasol,2TM,81.42809323720977,72.79464225960808,82.96613288662756
2202,2014-15,Jason Richardson,PHI,70.0,80.57982644619912,61.12889448605387
2203,2013-14,Shane Battier,MIA,81.7905825330646,80.36586436999248,80.1822861251748
2207,2013-14,Joe Johnson,BRK,84.14395466470556,93.82366114818996,58.29804796528311
2207,2014-15,Joe Johnson,BRK,82.25055702065143,90.45602859449403,60.823024252149395
2207,2015-16,Joe Johnson,2TM,70.0,77.82131039613304,59.50193696405666
2207,2016-17,Joe Johnson,UTA,74.35239491919708,77.90940095933021,63.919050717285735
2207,2017-18,Joe Johnson,2TM,46.592802931568116,54.555033683574344,58.02456889523267
2207,2021-22,Joe Johnson,BOS,40.0,45.0746917291664,39.69514101600686
2210,2013-14,Richard Jefferson,UTA,67.89763716151705,76.51080581479536,58.23774216319002
2210,2014-15,Richard Jefferson,DAL,70.0,73.52010209089346,64.53406073756202
2210,2015-16,Richard Jefferson,CLE,64.30138610822108,61.23719498598732,68.79080499951787
2210,2016-17,Richard Jefferson,CLE,58.42305017876055,68.76120380587447,59.28769857307138
2210,2017-18,Richard Jefferson,DEN,29.54806888798622,32.32291082194195,46.23546368489588
2215,2013-14,Jason Collins,BRK,28.474063539699547,27.871015074185905,52.37225701710847
2216,2013-14,Zach Randolph,MEM,89.71702268304415,89.01584235294702,78.36722144226518
2216,2014-15,Zach Randolph,MEM,95.76464216835673,90.51400478590743,82.94036929418075
2216,2015-16,Zach Randolph,MEM,80.41839724178666,88.6989440552959,57.341397533525445
2216,2016-17,Zach Randolph,MEM,70.0,83.78284277328702,56.51703831844602
2216,2017-18,Zach Randolph,SAC,60.159623244221564,73.66698089227808,55.999003890029904
2217,2014-15,Brendan Haywood,CLE,28.279697924891373,26.562264448656066,59.42149513695794
2222,2013-14,Gerald Wallace,BOS,70.0,56.97149407306957,84.135787334884
2222,2014-15,Gerald Wallace,BOS,40.0,34.66236530035943,61.79388079686792
2223,2013-14,Samuel Dalembert,DAL,84.55076683189984,78.42152080560402,86.72628598671281
2223,2014-15,Samuel Dalembert,NYK,58.619089253331545,46.755850730522994,85.52429401799138
2224,2013-14,Jamaal Tinsley,UTA,34.793922889598484,36.42849077368887,53.3134828867105
2225,2013-14,Tony Parker,SAS,91.68842573848504,93.51530364583667,66.6556294242882
2225,2014-15,Tony Parker,SAS,78.88458892733982,86.46713940666406,60.485983473648
2225,2015-16,Tony Parker,SAS,89.74368904489206,87.46056369117818,75.64749081573937
2225,2016-17,Tony Parker,SAS,70.0,79.75148087318306,61.87711691055313
2225,2017-18,Tony Parker,SAS,58.30841255131113,67.50559226714137,57.751940725123475
2225,2018-19,Tony Parker,CHO,58.67092094870666,75.01540309316069,54.343145585077686
2229,2013-14,Mike James,CHI,29.59297490025586,35.87971737587755,48.273516387753276
2248,2013-14,Earl Watson,POR,34.40752773749638,28.61878121378773,60.29447500650058
2365,2013-14,Chris Andersen,MIA,95.32950505487628,88.39448662146012,88.77111086355004
2365,2014-15,Chris Andersen,MIA,83.10914637092988,68.14096387435748,85.97320005780676
2365,2015-16,Chris Andersen,2TM,77.48930367879086,71.3974280051105,74.34946410557728
2365,2016-17,Chris Andersen,CLE,50.08808240917972,49.930020401044445,61.45115305811366
2399,2013-14,Mike Dunleavy,CHI,91.81415649974183,79.69303289439297,87.64666726938546
2399,2014-15,Mike Dunleavy,CHI,90.41988698824683,86.92967589423695,81.5028544877625
2399,2015-16,Mike Dunleavy,CHI,69.28915458309369,77.88723324878379,61.01953874095706
2399,2016-17,Mike Dunleavy,2TM,57.06500649226254,54.78203629170158,67.9981754511394
2400,2013-14,Drew Gooden,WAS,70.0,74.69846717442488,61.8828577709263
2400,2014-15,Drew Gooden,WAS,70.0,68.85944351167551,71.09360154334895
2400,2015-16,Drew Gooden,WAS,53.81433124735226,54.85612599886737,62.057262757740894
2403,2013-14,Nene,WAS,83.91161699574809,68.7235877221889,88.76188064980045
2403,2014-15,Nene,WAS,80.65444031244506,64.89009216401061,89.0613418236056
2403,2015-16,Nene,WAS,83.7780550371298,68.06508901947747,89.50790631336751
2403,2016-17,Nene,HOU,90.28917575947543,82.2748255668395,86.03118918999895
2403,2017-18,Nene,HOU,84.61278839119156,78.94994432511095,87.27557372630358
2403,2018-19,Nene,HOU,70.0,63.42880630336824,80.80393303707753
2405,2013-14,Amare Stoudemire,NYK,69.24852107970655,80.86335493618859,57.20906025286313
2405,2014-15,Amare Stoudemire,2TM,73.36716920396078,81.75159394713458,61.497841409091244
2405,2015-16,Amare Stoudemire,MIA,80.05743516666024,67.6593227522392,81.61277258261659
2406,2013-14,Caron Butler,2TM,61.541681343406744,67.81352422967245,61.480644089504956
2406,2014-15,Caron Butler,DET,63.59790762523529,65.34799269508724,61.531560569145604
2406,2015-16,Caron Butler,SAC,34.24244866504486,33.73806892728419,52.296291461336786
2408,2013-14,Melvin Ely,NOP,27.74643958132614,43.53272424067862,31.36355005518665
2419,2013-14,Tayshaun Prince,MEM,67.87164689817122,58.32830727918547,78.4504560110821
2419,2014-15,Tayshaun Prince,3TM,66.38969974993186,66.13579400711379,66.31501813451717
2419,2015-16,Tayshaun Prince,MIN,48.02417202553621,50.98370119380871,65.86987839569969
2422,2013-14,John Salmons,2TM,62.77196761728002,58.79638069257559,71.14353594682275
2422,2014-15,John Salmons,NOP,29.20145910967375,30.152512720019025,49.98808535821822
2427,2013-14,Roger Mason Jr,MIA,40.08277172499806,62.573493147869236,37.09915487070036
2430,2013-14,Carlos Boozer,CHI,70.0,51.98716220627222,86.90063006724073
2430,2014-15,Carlos Boozer,LAL,58.44206213955766,64.71068846406423,60.34411011786006
2440,2013-14,Matt Barnes,LAC,81.61380661955724,87.43406991057861,69.34878265539537
2440,2014-15,Matt Barnes,LAC,90.60153972012327,90.90745981601133,78.20264141692631
2440,2015-16,Matt Barnes,MEM,76.2727168586734,77.411737609847,66.40063990461287
2440,2016-17,Matt Barnes,2TM,67.84301078157645,68.371379496138,62.92697153956493
2446,2013-14,Rasual Butler,IND,42.55774389932758,38.70576631414462,54.42498013978503
2446,2014-15,Rasual Butler,WAS,64.85970271825465,69.81354908947063,58.941004411804876
2446,2015-16,Rasual Butler,SAS,58.72564248033858,46.358019980048205,72.93336023313557
2449,2013-14,Luis Scola,IND,65.34089354236562,52.672300034260495,79.98532463059972
2449,2014-15,Luis Scola,IND,81.9217359368237,72.71422522080205,87.00379514841111
2449,2015-16,Luis Scola,TOR,70.0,65.61019956079497,74.93539497709693
2449,2016-17,Luis Scola,BRK,58.22076350456137,67.26014506157158,60.15775164474109
2457,2013-14,Jannero Pargo,CHA,50.37080402565364,59.82747842465687,43.31305583351737
2457,2014-15,Jannero Pargo,CHO,57.00345325778157,54.72501839364482,55.90862132677819
2501,2013-14,Reggie Evans,2TM,70.0,60.02410714782866,74.22240629874457
2501,2014-15,Reggie Evans,SAC,66.0069012443921,65.98664382503634,65.17776790700042
2544,2013-14,LeBron James,MIA,99.26169567672737,99.02522435792955,84.35593236516236
2544,2014-15,LeBron James,CLE,99.27928934940421,99.06526370471296,86.43667466017371
2544,2015-16,LeBron James,CLE,99.72614549674506,99.30576142583688,91.65314427378307
2544,2016-17,LeBron James,CLE,99.6900720672199,99.45850823789439,79.34704595850351
2544,2017-18,LeBron James,CLE,99.61749088051187,99.35751104811855,71.7044340524438
2544,2018-19,LeBron James,LAL,99.27116057800487,98.85867207043235,79.5744359637003
2544,2019-20,LeBron James,LAL,99.66026977950708,99.16302124906363,87.51184683792535
2544,2020-21,LeBron James,LAL,99.00715887161059,98.5533962645616,83.36616389117306
2544,2021-22,LeBron James,LAL,98.79450898993011,98.83042357875881,71.2641169324405
2544,2022-23,LeBron James,LAL,98.5945428601439,98.57097005760166,75.70676764271023
2544,2023-24,LeBron James,LAL,98.8421521021283,98.84966045383347,72.75938577387835
2544,2024-25,LeBron James,LAL,97.87079990957845,97.90465251098193,65.57728617333244
2544,2025-26,Lebron James,LAL,95.23609402054332,96.24466192900331,69.21397035346446
2546,2013-14,Carmelo Anthony,NYK,97.90315401120375,97.88900166514901,68.82783464010033
2546,2014-15,Carmelo Anthony,NYK,89.729295960602,96.25436227939423,53.172558820053645
2546,2015-16,Carmelo Anthony,NYK,96.62008447867254,96.61892989435272,60.00369688437734
2546,2016-17,Carmelo Anthony,NYK,81.41680174308716,95.2196311612287,47.575063711944225
2546,2017-18,Carmelo Anthony,OKC,86.43156093274557,90.92541962010658,64.46988239694716
2546,2018-19,Carmelo Anthony,HOU,53.52125091392385,68.74001175967021,54.62767258325814
2546,2019-20,Carmelo Anthony,POR,57.63690144468083,73.09891558280346,57.05240311052719
2546,2020-21,Carmelo Anthony,POR,66.98652091278072,86.69412013890376,48.43367631725825
2546,2021-22,Carmelo Anthony,LAL,62.6597693578469,82.6933482670022,48.20114637261201
2547,2013-14,Chris Bosh,MIA,96.61585761270727,94.47079365097674,86.79123331783481
2547,2014-15,Chris Bosh,MIA,89.31273522209273,90.36783042542596,72.14323596722733
2547,2015-16,Chris Bosh,MIA,96.91023315579163,93.39802592998612,80.0768691503833
2548,2013-14,Dwyane Wade,MIA,93.33937131847668,91.63500639951302,74.52806327103963
2548,2014-15,Dwyane Wade,MIA,87.15973952795223,92.67146578032077,61.40277874526163
2548,2015-16,Dwyane Wade,MIA,86.8547599408242,89.42360691549841,61.94513500569476
2548,2016-17,Dwyane Wade,CHI,82.04515808808732,83.63969963947505,69.16792017375795
2548,2017-18,Dwyane Wade,2TM,70.86253921365821,77.77435276421383,68.83101920891453
2548,2018-19,Dwyane Wade,MIA,64.00825127596339,72.93364498191409,58.72602289823026
2549,2013-14,Chris Kaman,LAL,59.742190741049725,54.85810161686819,77.0880841258986
2549,2014-15,Chris Kaman,POR,70.0,60.50923683355175,75.59219069447727
2549,2015-16,Chris Kaman,POR,29.74937816495842,33.52982312145432,47.798405501070974
2550,2013-14,Kirk Hinrich,CHI,80.6632291815613,68.35863537953533,87.8440389647939
2550,2014-15,Kirk Hinrich,CHI,57.96155833981196,55.92660200791615,72.48405964389936
2550,2015-16,Kirk Hinrich,2TM,59.23346972228739,55.99504775855409,72.17148011579506
2555,2013-14,Nick Collison,OKC,83.62754156863276,82.82107068523068,81.56487789056597
2555,2014-15,Nick Collison,OKC,80.2808664831805,69.12269700031283,81.4291316917629
2555,2015-16,Nick Collison,OKC,57.52514072788633,51.784396064136196,78.08906965478101
2555,2016-17,Nick Collison,OKC,42.133576094429195,36.99515459259796,60.258242357552355
2555,2017-18,Nick Collison,OKC,36.262223098412065,36.81577061739964,51.034735204419675
2557,2013-14,Luke Ridnour,2TM,52.126629456070575,58.688454681809695,57.12882334432255
2557,2014-15,Luke Ridnour,ORL,56.46712439860147,57.61786179603846,60.13520886483978
2561,2013-14,David West,IND,96.51392963144748,86.92344933793318,91.588057349592
2561,2014-15,David West,IND,85.2055797329916,75.91586265922291,84.77261934206781
2561,2015-16,David West,SAS,95.98827034764783,81.49105361046087,93.181512394326
2561,2016-17,David West,GSW,84.73523165231319,71.59716128961362,89.2074195546232
2561,2017-18,David West,GSW,91.38431163321653,75.30026500190854,90.71456310462798
2563,2014-15,Dahntay Jones,LAC,26.499747065589634,25.0,46.0106086138184
2563,2015-16,Dahntay Jones,CLE,41.167781765962594,47.85964410042702,51.740299229611665
2563,2016-17,Dahntay Jones,CLE,41.96592434814727,57.7094197820194,45.06763888763719
2564,2013-14,Boris Diaw,SAS,89.0797954499175,85.75316497304277,79.60499213802306
2564,2014-15,Boris Diaw,SAS,81.79211187046907,79.29226689163787,77.8135967410246
2564,2015-16,Boris Diaw,SAS,79.57684046850801,71.1810438089732,76.54661902181375
2564,2016-17,Boris Diaw,UTA,59.123105854431365,63.90381278045442,68.02870395375521
2566,2013-14,Travis Outlaw,SAC,62.25518430162901,65.12281115155766,61.302178751741216
2570,2013-14,Kendrick Perkins,OKC,55.95936963075069,46.01360021446613,83.22450779450267
2570,2014-15,Kendrick Perkins,2TM,43.18713379881758,36.43420860059444,76.86873807184189
2570,2015-16,Kendrick Perkins,NOP,40.0,38.2274063258083,68.34460466611205
2570,2017-18,Kendrick Perkins,CLE,40.745488310359946,52.89425495811171,47.15284556584292
2571,2013-14,Leandro Barbosa,PHO,68.33281311469122,70.93419406338471,69.44342302426998
2571,2014-15,Leandro Barbosa,GSW,74.83131332319022,79.6854499220003,60.89503554548415
2571,2015-16,Leandro Barbosa,GSW,70.0,74.98259952282186,61.6669335944905
2571,2016-17,Leandro Barbosa,PHO,55.73795360833343,64.98199726361453,58.866482704394244
2581,2013-14,Steve Blake,2TM,70.0,67.27258940581598,65.61264971964782
2581,2014-15,Steve Blake,POR,70.84086934354659,76.29243985832274,70.61271446044513
2581,2015-16,Steve Blake,DET,63.12831986358357,65.71745325408776,66.85942334069878
2584,2013-14,Willie Green,LAC,57.77049965212989,57.36024353403465,69.6956640440547
2584,2014-15,Willie Green,ORL,51.31708922863534,51.64932524858865,68.55895418995689
2585,2013-14,Zaza Pachulia,MIL,70.0,72.21538632596064,67.21918090341356
2585,2014-15,Zaza Pachulia,MIL,88.46103292692524,76.94000053482682,90.24284727362166
2585,2015-16,Zaza Pachulia,DAL,91.09903908620888,78.83937803459267,88.69101328169303
2585,2016-17,Zaza Pachulia,GSW,90.86788744919662,80.38658570610225,90.15892076164725
2585,2017-18,Zaza Pachulia,GSW,86.94414515226326,81.22394116781624,85.91647987350674
2585,2018-19,Zaza Pachulia,DET,70.0,55.584507976383435,80.44242345889664
2586,2013-14,Keith Bogans,BOS,48.01104707556382,43.06599789477571,59.45046157370561
2588,2013-14,Matt Bonner,SAS,80.90542953160991,77.10570993485098,77.29418348933301
2588,2014-15,Matt Bonner,SAS,70.0,75.51650349685289,70.75703020684793
2588,2015-16,Matt Bonner,SAS,48.57020964965339,57.790249627150175,51.280643459874895
2590,2013-14,Mo Williams,POR,63.47917354733502,76.58333732626552,56.44860732962716
2590,2014-15,Mo Williams,2TM,79.42811299289644,89.99583676105213,55.643528645799464
2590,2015-16,Mo Williams,CLE,55.660762373273016,62.68447559401736,58.90338879023101
2592,2013-14,James Jones,MIA,58.14273735779763,60.60889544777505,44.08068242169247
2592,2014-15,James Jones,CLE,67.47237744097615,81.54647465418863,53.4070082610602
2592,2015-16,James Jones,CLE,40.0,51.053470460771045,47.56695092558961
2592,2016-17,James Jones,CLE,40.0,37.68214555532355,46.31632520055952
2594,2013-14,Kyle Korver,ATL,93.1628431154172,90.78095166079727,78.6303707494863
2594,2014-15,Kyle Korver,ATL,97.20532526960817,95.74185264181932,81.1892853977252
2594,2015-16,Kyle Korver,ATL,81.55253657488997,69.57825931735749,81.41989424188431
2594,2016-17,Kyle Korver,2TM,70.0,78.67785729237153,59.10098971889867
2594,2017-18,Kyle Korver,CLE,84.66849902965424,92.31326792872643,60.1499982129154
2594,2018-19,Kyle Korver,2TM,78.98679999108268,83.26954707387198,64.51951837773622
2594,2019-20,Kyle Korver,MIL,72.56197387244795,80.24220657493161,64.4436181358782
2617,2013-14,Udonis Haslem,MIA,59.351978904093656,54.70970335179076,70.34024255345838
2617,2014-15,Udonis Haslem,MIA,56.92188278835514,53.90851026471194,63.9864717041657
2617,2015-16,Udonis Haslem,MIA,37.326473207352976,32.870071803630154,56.749475053978834
2617,2016-17,Udonis Haslem,MIA,29.401872185586093,28.550033941520926,56.486124405604734
2617,2017-18,Udonis Haslem,MIA,31.108400332496096,31.340432465932793,51.25541232472608
2617,2018-19,Udonis Haslem,MIA,28.24764122620811,29.50347162264049,54.09566235221385
2617,2019-20,Udonis Haslem,MIA,29.638289490451214,30.550772039335516,49.28674724856362
2617,2020-21,Udonis Haslem,MIA,59.01422030838495,56.97423057260414,58.25497240944436
2617,2021-22,Udonis Haslem,MIA,29.7717252479854,31.02604803693138,53.93779010040778
2617,2022-23,Udonis Haslem,MIA,29.675611133144074,34.80199422927076,55.19935666476526
2694,2013-14,Josh Powell,HOU,25.261298795134422,29.034986951939597,43.74621252333099
2730,2013-14,Dwight Howard,HOU,97.02937354412141,93.47170453204471,91.99856001475814
2730,2014-15,Dwight Howard,HOU,91.0233533083302,81.25893657134482,91.0157477741393
2730,2015-16,Dwight Howard,HOU,95.54630923407134,85.36406082764668,88.90859795862649
2730,2016-17,Dwight Howard,ATL,96.26908620694795,75.93083800099183,94.33097701823495
2730,2017-18,Dwight Howard,CHO,95.3095181312552,82.88419863138414,91.86012719617945
2730,2018-19,Dwight Howard,WAS,43.644367519831285,46.710223458270434,60.5312941298786
2730,2019-20,Dwight Howard,LAL,96.00685106802122,82.89367669968706,92.98525952732749
2730,2020-21,Dwight Howard,PHI,79.87395437464224,66.07622909967841,84.26896488982308
2730,2021-22,Dwight Howard,LAL,80.71663200345665,75.62928641273312,77.3924437863057
2731,2017-18,Emeka Okafor,NOP,71.1883940907114,65.24655569803224,79.01381195546564
2732,2013-14,Ben Gordon,CHA,32.21349683328811,31.834245830189865,39.953713612566965
2732,2014-15,Ben Gordon,ORL,40.74205688422428,54.65666062524857,43.1857676982835
2733,2013-14,Shaun Livingston,BRK,82.43285774489154,80.31086347761992,80.60732423622706
2733,2014-15,Shaun Livingston,GSW,72.63542829094172,67.39490186195772,75.03203307318158
2733,2015-16,Shaun Livingston,GSW,81.53624297762431,83.22228390191114,72.75421688348405
2733,2016-17,Shaun Livingston,GSW,56.868696116473075,59.83496897664942,65.36947578302933
2733,2017-18,Shaun Livingston,GSW,56.68153753388435,61.69534465926699,61.820066880845594
2733,2018-19,Shaun Livingston,GSW,57.92012131005359,62.90196927004786,61.648558625712774
2734,2013-14,Devin Harris,DAL,81.64865212758953,91.58068236712141,60.05276337133693
2734,2014-15,Devin Harris,DAL,90.27149565253069,93.73960944580288,70.45831926011074
2734,2015-16,Devin Harris,DAL,80.29548694652713,73.17439872570155,73.57591803373666
2734,2016-17,Devin Harris,DAL,83.03060735935172,84.26411587815544,73.61452208541684
2734,2017-18,Devin Harris,2TM,78.23506770768661,85.15394810999344,61.84495975674541
2734,2018-19,Devin Harris,DAL,70.0,78.23070426805674,61.81657929890182
2735,2013-14,Josh Childress,NOP,40.0,53.21113583079567,55.73827004910292
2736,2013-14,Luol Deng,2TM,87.00576129046321,87.8171404422319,74.99062639168022
2736,2014-15,Luol Deng,MIA,86.09317015861892,91.09347599238944,64.70034700305798
2736,2015-16,Luol Deng,MIA,91.61342188521812,87.63371631012487,75.47892430248866
2736,2016-17,Luol Deng,LAL,68.39276385755686,63.123002434618414,72.21311419125865
2736,2017-18,Luol Deng,LAL,46.30004639973407,45.481541618942806,59.51162563480929
2736,2018-19,Luol Deng,MIN,75.60000095459395,81.16543520011373,71.47348971926033
2738,2013-14,Andre Iguodala,GSW,96.78808239699313,89.29001858683407,93.13377895173984
2738,2014-15,Andre Iguodala,GSW,92.7290998380816,85.60777931153507,86.88110605881536
2738,2015-16,Andre Iguodala,GSW,87.62877479474616,86.04473809396073,77.0763714156722
2738,2016-17,Andre Iguodala,GSW,96.32746654005571,93.83944910758738,75.89688910021636
2738,2017-18,Andre Iguodala,GSW,83.22445412214523,81.09702726918674,78.12137059954132
2738,2018-19,Andre Iguodala,GSW,93.94948007790671,86.17082605735962,85.67881433175262
2738,2019-20,Andre Iguodala,MIA,72.2401332815396,64.82270290890203,82.86223393970204
2738,2020-21,Andre Iguodala,MIA,70.0,56.29498003067303,82.3626075279086
2738,2021-22,Andre Iguodala,GSW,86.6296598672972,71.68375296166462,89.89870845283917
2738,2022-23,Andre Iguodala,GSW,42.47581976701415,50.01695399917644,61.51442832630768
2740,2013-14,Andris Biedrins,UTA,45.68534401427877,29.83222540892342,56.69084614797024
2742,2014-15,Sebastian Telfair,OKC,64.22458537543865,68.13225405308987,57.790437229781794
2743,2013-14,Kris Humphries,BOS,81.27204361616458,75.98601195107733,77.47712052455636
2743,2014-15,Kris Humphries,WAS,70.0,65.41202738649044,77.9928503460842
