NBA_ID,Season,Player,Interior Defense Rating,Perimeter Defense Rating,Steal Rating,Block Rating,Help Defense IQ Rating,Pass Perception Rating
1891,2017-18,Jason Terry,48.557805826149085,70.50360565634602,78.89644076633282,55.8653503672973,66.1061351280654,90.46943674915707
1897,2013-14,Metta World Peace,78.47436565129752,58.40942876788574,73.9338925111112,58.876189968665415,86.03637899459453,52.0
1897,2015-16,Metta World Peace,51.29329757244061,70.04964663096622,71.05536470238272,56.08899140732804,71.40219887734372,47.55733548298136
1897,2016-17,Metta World Peace,30.556930352147507,52.680569843693206,60.096410104118384,34.16560555444295,52.99210858705756,67.71697236237746
1905,2013-14,Andrei Kirilenko,76.5424407854879,53.8463473390671,73.66867839496415,68.46176456590783,83.52184792746338,52.0
1905,2014-15,Andrei Kirilenko,37.88313724082694,30.43449831179675,42.740393888402394,25.0,57.39545179926452,52.0
1938,2013-14,Manu Ginobili,86.7004958346083,62.2977678835068,78.54001433164163,51.66414200079844,93.97133586951549,52.0
1938,2014-15,Manu Ginobili,92.37567536901526,59.188623125146904,76.1098959967885,52.02373925557039,95.68168097745829,52.0
1938,2015-16,Manu Ginobili,49.35937009237191,64.67665492309305,87.96219672630917,42.661179955701066,71.35821242286936,83.85280911712869
1938,2016-17,Manu Ginobili,56.89976076435607,68.4453405784021,90.50241534820186,50.33569220741323,80.98511169878768,93.46332236892833
1938,2017-18,Manu Ginobili,56.10845343944081,66.42950179241639,65.73769709750187,48.37281071583464,70.90539584734131,84.67303995572819
2030,2013-14,Kenyon Martin,88.84165305912029,59.515901520763734,69.23532486731023,83.03229773900222,95.12802157990248,52.0
2030,2014-15,Kenyon Martin,59.63663653428859,31.38553551636118,50.55590084799412,62.42251384835163,69.15229795373172,52.0
2034,2013-14,Mike Miller,67.65203592377671,62.13412868569839,44.59710039220329,38.988522739703335,73.28965029513321,52.0
2034,2014-15,Mike Miller,71.49879429958344,65.53344047936228,53.12504293558717,42.235638488796496,77.30389648574466,52.0
2034,2015-16,Mike Miller,30.68738329331437,37.2389582108712,55.5028338216902,29.7570022541186,53.50780480369799,58.17762521933772
2034,2016-17,Mike Miller,30.001921824303206,33.58694437451585,36.755855166120156,26.601296229999477,57.10180935361292,31.684126401141818
2037,2013-14,Jamal Crawford,46.95504247105649,78.31289530041423,65.34322917948641,43.867458554169055,62.00974857691331,52.0
2037,2014-15,Jamal Crawford,37.44590674832656,73.79127541914922,71.3602513414003,45.83972600043229,57.102074863160034,52.0
2037,2015-16,Jamal Crawford,43.46769186871566,59.150992871331205,56.11395245002287,40.26147979715547,62.45963606401983,45.033062712486746
2037,2016-17,Jamal Crawford,37.76873182553226,48.53726771098578,61.704313044041506,42.256252862985654,65.66480352059338,74.9892220151734
2037,2017-18,Jamal Crawford,35.64206705004092,57.81770380276185,54.76208449227739,42.029590795913144,60.858288598402446,65.98052926993668
2037,2018-19,Jamal Crawford,38.96380890403147,37.2999227697997,56.202396767662464,43.636333342329785,56.96154708884587,59.66454526705786
2037,2019-20,Jamal Crawford,33.32162778476548,49.493297425624576,34.815121203562605,32.25533475876027,45.22937995580509,46.9684620577522
2045,2013-14,Hedo Turkoglu,79.03108389293243,54.883411300162244,70.21868893884522,61.77455767687876,86.73783371306678,52.0
2045,2014-15,Hedo Turkoglu,74.00657354185384,58.20201597566671,53.12504293558717,46.844550667292374,80.49277240445947,52.0
2199,2013-14,Tyson Chandler,84.11594206752241,63.9386594028887,59.913104880708204,84.66202051862889,91.72306401081742,52.0
2199,2014-15,Tyson Chandler,92.13596237570857,56.95753922235254,55.13242294070915,86.86839096610652,95.6441262197849,52.0
2199,2015-16,Tyson Chandler,78.53789396443044,62.45582640473179,51.683020905631274,72.28634393521969,82.72194317848364,56.84954783585537
2199,2016-17,Tyson Chandler,77.82369168350476,67.8026879531395,56.634035654947965,58.12362377745467,86.12808554933589,66.40400080453588
2199,2017-18,Tyson Chandler,81.78252163198499,76.09632339633669,42.97305255346558,67.72294874219024,89.34266788571064,57.75275613317759
2199,2018-19,Tyson Chandler,87.94076187122803,74.46405302546019,52.60358156832411,66.80901460146583,93.15932482778024,57.375682612203185
2199,2019-20,Tyson Chandler,56.36097688306991,64.27063230093195,40.41207256357293,57.32478754111575,74.28994540671295,44.38651771960932
2200,2013-14,Pau Gasol,71.876861730929,51.03954194075808,51.15791971210348,89.00839212147473,77.82116116383612,52.0
2200,2014-15,Pau Gasol,86.58704985152617,48.60115976334414,43.57871178763148,91.18053672840975,93.88319500477299,52.0
2200,2015-16,Pau Gasol,94.35602344812035,56.64765282455448,49.21864000101454,89.8785090398526,91.06812194689977,46.7739139853755
2200,2016-17,Pau Gasol,84.0979372355853,61.55367876772575,43.393171147173774,83.59191109601103,86.03757159831834,59.26129937920991
2200,2017-18,Pau Gasol,84.05282408881426,61.135606673427866,42.54717107387984,83.0626358134241,87.2586063984829,46.29516451962087
2200,2018-19,Pau Gasol,82.65202941625198,61.892915556067464,43.90341876519118,76.97791938353802,84.97887636757056,46.185200551434654
2202,2014-15,Jason Richardson,65.35598013754338,70.85704476237454,62.78081462637499,44.85359227730067,71.66624807867477,52.0
2203,2013-14,Shane Battier,82.2097864208167,66.13148338303988,62.02171498781613,72.58983967568332,89.72413263222886,52.0
2207,2013-14,Joe Johnson,55.331277108326596,77.35955596092212,54.424127963516646,40.2465358948877,66.7755156038737,52.0
2207,2014-15,Joe Johnson,64.31241071846935,82.42876935022629,60.50351571069842,44.524881036256794,71.15859557772934,52.0
2207,2015-16,Joe Johnson,51.316132672077686,78.5673041311545,56.40463340491411,35.043882774457565,66.09409094487833,47.226587937543854
2207,2016-17,Joe Johnson,52.31025305623068,67.0229549509345,49.97756799282553,47.64650740288762,69.56888548770708,62.86284999510532
2207,2017-18,Joe Johnson,61.67214201705832,60.413452706371274,43.10418034861276,40.18679853157925,68.38439702404419,57.32942489160133
2207,2021-22,Joe Johnson,29.846206145729433,47.98337583460553,36.20126981107192,30.183306540492715,45.84509198048384,71.9976917407251
2210,2013-14,Richard Jefferson,55.14091330619514,73.63882184475192,63.49925435794734,45.29187393202584,66.66214869010712,52.0
2210,2014-15,Richard Jefferson,70.4372323801715,62.13412868569839,54.50246458115366,43.44786784317236,75.83501778778,52.0
2210,2015-16,Richard Jefferson,46.8201002451716,64.01979385521703,56.504982509129725,46.46842301318223,73.17619625219572,59.331357590313424
2210,2016-17,Richard Jefferson,44.29191405433459,73.46201994751183,43.7386061547932,39.334981200501076,67.13123560634249,59.322686556189
2210,2017-18,Richard Jefferson,33.696938023540724,44.825558501483876,36.359037737709755,29.926573528199018,48.015321798476805,37.08567675146244
2215,2013-14,Jason Collins,39.29002270792432,28.26069898707805,47.055286834233755,28.657246115212455,58.33945674600689,52.0
2216,2013-14,Zach Randolph,80.32905774486349,63.14126886465191,59.00483819866065,50.85967559906684,87.80538742540917,52.0
2216,2014-15,Zach Randolph,84.68505233897403,66.53017865215827,69.81869378177987,45.18230351834455,92.31987381564517,52.0
2216,2015-16,Zach Randolph,72.1540772356335,60.91020820870384,52.49115604385024,39.19127622430233,77.75989940383147,45.30097205709057
2216,2016-17,Zach Randolph,72.93905565793688,57.80830909265957,51.97455313247106,41.665770195714835,77.66800849698089,68.09054797093158
2216,2017-18,Zach Randolph,65.83167200670201,75.38214934033982,61.07804170441647,43.85143088850142,66.35032183079919,70.69165802219842
2217,2014-15,Brendan Haywood,58.823255230209924,26.766211951333947,37.54819020048068,64.87169587739155,68.68996093688156,52.0
2222,2013-14,Gerald Wallace,85.92863429425377,61.806850290081556,83.69303287332306,49.359877907149105,93.37164479381585,52.0
2222,2014-15,Gerald Wallace,67.62478337874113,35.05382187682399,52.66598163535321,31.830538527973523,73.26781991414154,52.0
2223,2013-14,Samuel Dalembert,88.86220502451609,38.96194580856998,56.29558976722279,90.46868839494962,95.1312413639847,52.0
2223,2014-15,Samuel Dalembert,87.50102753269914,38.01090860400555,56.22936566281173,95.23985840867934,94.59330197361653,52.0
2224,2013-14,Jamaal Tinsley,41.0436108999506,32.06484780533578,39.67706481647047,25.0,59.516095474983985,52.0
2225,2013-14,Tony Parker,71.54103851222975,74.70599686553297,53.046706317950154,39.57803871082786,77.36169421504906,52.0
2225,2014-15,Tony Parker,62.83760344473285,66.92887392127666,57.154675478592544,35.71411533021155,70.59920935716544,52.0
2225,2015-16,Tony Parker,38.55423013931753,90.44045263098688,61.227537117223555,43.21402604066802,62.68111069135211,56.47618186529486
2225,2016-17,Tony Parker,36.584757001766526,77.59446107043323,51.91527026604371,35.46362320275183,61.25760157030823,64.35304659860014
2225,2017-18,Tony Parker,39.7248048970296,66.81632644924849,57.492913117012016,36.064552546572216,66.8948585592979,63.33064294166621
2225,2018-19,Tony Parker,41.105834910463365,50.73927923557873,49.40874886064772,44.094219210038496,62.400353678635376,59.092438756345075
2229,2013-14,Mike James,34.27225489027119,33.15174746769513,43.52787512217981,25.0,53.62056255991204,52.0
2248,2013-14,Earl Watson,61.93074764375895,38.042795948312204,40.25233417942384,28.657246115212455,70.28136295851922,52.0
2365,2013-14,Chris Andersen,92.39338865683455,51.58140464685007,51.07903885805658,92.81680283568878,95.68445603867828,52.0
2365,2014-15,Chris Andersen,88.00938433810055,46.04218337525207,50.72868995380611,89.0325713584867,94.98826534921156,52.0
2365,2015-16,Chris Andersen,75.11294667338973,68.79158625907242,65.8653503025085,74.13926949816681,74.50864079925282,72.78891764452015
2365,2016-17,Chris Andersen,68.40382331385936,46.8728058953596,56.40295535848113,60.58360820896135,69.41233753512695,66.72143159645566
2399,2013-14,Mike Dunleavy,90.34829894339717,74.70599686553297,64.21887704324102,64.244452403636,95.3640610214994,52.0
2399,2014-15,Mike Dunleavy,83.47897771913179,70.85704476237454,61.12191172579231,50.85967559906684,91.05509755947297,52.0
2399,2015-16,Mike Dunleavy,50.94464806278293,73.0857350133165,51.94466381522135,46.75846846327471,64.9810164244821,60.1876396677493
2399,2016-17,Mike Dunleavy,56.9016475970771,53.16033389816785,45.10746859554368,46.38264541578041,75.15697831651542,64.59143224903072
2400,2013-14,Drew Gooden,67.92835541301129,54.883411300162244,59.8003864423469,71.84182189234932,73.51099328227578,52.0
2400,2014-15,Drew Gooden,74.98078879997576,62.78868547693206,56.031150261072064,49.30959875704088,81.38641118866842,52.0
2400,2015-16,Drew Gooden,67.59359795812858,54.55655360399972,55.83650112423234,67.69659952949708,75.2707782461264,44.86558579066245
2403,2013-14,Nene,92.37660114051086,62.46140708131522,77.85791117969524,78.22233359368235,95.68182601391918,52.0
2403,2014-15,Nene,92.92124826136339,60.17045831199739,74.59747827203978,54.470827379896825,95.76715343134022,52.0
2403,2015-16,Nene,78.03282993650146,59.651956895781574,77.41845134578664,70.52692703019154,85.28041554120486,85.44498185385751
2403,2016-17,Nene,78.33359885223646,72.95601257596674,75.58952331340618,72.64978977930096,85.33499314188592,85.23461829933292
2403,2017-18,Nene,76.89999110505626,66.46585570691038,63.50418923635326,59.10088678811174,92.07304988939981,83.75672325972567
2403,2018-19,Nene,80.93857680771275,71.2301132445072,60.864176810063526,65.95790924104342,83.82245569608585,78.93758753109694
2405,2013-14,Amare Stoudemire,51.906502818957776,52.39419870598805,49.09882129885797,73.24872697198943,64.72836306130067,52.0
2405,2014-15,Amare Stoudemire,66.61475488403767,46.97205296456983,57.58398987853066,78.78474988114256,72.45874660289572,52.0
2405,2015-16,Amare Stoudemire,84.4779086723423,63.464027750673154,53.669822734220226,84.36755849082385,83.79970646746168,45.332272412732834
2406,2013-14,Caron Butler,66.55608099288716,68.99505797620891,67.37690742407074,51.26190879993264,72.41174646414146,52.0
2406,2014-15,Caron Butler,66.72979806369071,66.92887392127666,61.88101136435116,39.04747433681579,72.55090080130321,52.0
2406,2015-16,Caron Butler,34.590432044095486,49.61756132111497,60.150401379587024,29.32547876930697,53.62696486992759,57.12807441450808
2408,2013-14,Melvin Ely,27.24461799983792,30.43449831179675,25.0,61.01305157154057,32.5667327899324,52.0
2419,2013-14,Tayshaun Prince,80.41530350892829,62.62504627912364,54.58134543520057,51.36246710014909,87.8763225875191,52.0
2419,2014-15,Tayshaun Prince,71.36382585225329,61.64321109227314,55.40768957525849,51.66414200079844,77.11923521986343,52.0
2419,2015-16,Tayshaun Prince,57.31301226222279,84.46834908475616,55.4585409291832,41.198184842259245,65.52822507296901,58.957991619752924
2422,2013-14,John Salmons,75.02253999424524,62.29776788350681,60.36281208723345,50.164344308880715,81.43498149207623,52.0
2422,2014-15,John Salmons,35.410028212809394,32.47243517872054,47.79248725891314,31.258011210400394,55.36357080321165,52.0
2427,2013-14,Roger Mason Jr,29.24862208384845,35.05382187682399,40.33863453052638,26.170318756867985,39.38679213593668,52.0
2430,2013-14,Carlos Boozer,89.0596383222598,53.63893454684807,61.937370583531816,51.412746250257314,95.16217235170942,52.0
2430,2014-15,Carlos Boozer,62.165786278545156,61.15229349884789,61.45928934292957,46.716289309882626,70.36374229989775,52.0
2440,2013-14,Matt Barnes,73.13060777590327,85.65391415547303,66.24744913059303,58.06677848037328,79.53651268738301,52.0
2440,2014-15,Matt Barnes,80.1585236718586,85.95059132697745,67.01267984251517,69.12850317168075,87.66512706311728,52.0
2440,2015-16,Matt Barnes,54.65315906705394,75.56081833840952,71.03856876201236,66.15195736848197,71.08058797964,71.46365776427076
2440,2016-17,Matt Barnes,43.233206859118646,72.14576813502578,58.56714238165937,53.9418492249054,73.33877895258235,73.67299592043298
2446,2013-14,Rasual Butler,43.80019429681904,33.15174746769513,36.9440877427629,42.41926115256657,60.81320038053408,52.0
2446,2014-15,Rasual Butler,57.36086015865872,72.41919324957357,55.801005372673245,53.65513133845468,67.88121138674998,52.0
2446,2015-16,Rasual Butler,38.54805391073114,33.86714898492602,43.58364969283429,68.79011801151108,58.31669667033276,57.25422948391798
2449,2013-14,Luis Scola,82.0056994070624,52.39419870598805,48.089676081377874,49.81239025812314,89.51011236769223,52.0
2449,2014-15,Luis Scola,89.17907074157071,56.12788805347642,63.99382002550878,50.26490260909716,95.18088329225418,52.0
2449,2015-16,Luis Scola,68.98273599594707,62.96861946591043,60.565900265018755,51.038697088847286,73.81927401442192,57.66531232871781
2449,2016-17,Luis Scola,72.32819418010513,58.28040777771233,59.036224105402226,42.53783273183261,80.25156314054885,74.51157494546847
2457,2013-14,Jannero Pargo,30.936433020148847,37.771071032722375,56.84856015810486,26.228834694711384,47.044017602729696,52.0
2457,2014-15,Jannero Pargo,48.37830064596294,37.227621201542696,25.0,25.0,62.57213381810488,52.0
2501,2013-14,Reggie Evans,77.10267648506579,40.15300930957292,71.8110786408129,40.2465358948877,84.27258725462856,52.0
2501,2014-15,Reggie Evans,70.7721392466432,43.56253113707137,64.08365624211851,48.59767728619304,76.30970084528731,52.0
2544,2013-14,LeBron James,86.1779341797339,81.60559454026388,84.96388535982672,51.01051304939151,93.56533616030977,52.0
2544,2014-15,LeBron James,88.53423909020157,75.90383646909268,87.24220797641875,70.20919423019048,95.07986041454842,52.0
2544,2015-16,LeBron James,67.95530101253225,72.93772247223059,78.78024625621909,60.773347212489256,78.95374033235076,77.60431940079356
2544,2016-17,LeBron James,59.38773529931213,68.43291910097966,71.14967452254743,59.54052429669321,71.71897606695977,85.39508148606305
2544,2017-18,LeBron James,71.55618548283596,68.57033548288298,77.36853550072962,69.56737931581354,74.07195155812158,83.00564765078971
2544,2018-19,LeBron James,72.5682690832683,64.01572071153207,73.78414300276519,59.0698743803509,81.60427267260012,74.02720095736261
2544,2019-20,LeBron James,70.30745177070558,73.08201816120078,68.7861925949298,52.58624438842539,80.2079708469318,78.04384823428913
2544,2020-21,LeBron James,69.16421928714115,63.514333123133426,67.33701928264233,61.13108479985432,77.5970857313962,78.6428852221642
2544,2021-22,LeBron James,72.81462633009635,66.39115896797703,71.05361451942242,73.38209307754137,79.90263530289623,78.21749799408447
2544,2022-23,LeBron James,73.28486122783993,65.59555502199926,58.912328765166045,57.54495960982563,73.75848028507308,68.2253879009109
2544,2023-24,LeBron James,67.08531786512121,66.99220630217754,71.8087394879833,52.06281912435169,79.26938069422718,76.73613658306454
2544,2024-25,LeBron James,62.2338201131745,70.67316925212315,62.47448084515166,56.12128384918349,76.09062574243785,75.45063984897939
2544,2025-26,Lebron James,67.73317580947464,72.69440320979979,71.35214562293004,61.03357890470368,70.74858778000201,71.56997805396774
2546,2013-14,Carmelo Anthony,72.67118973113855,83.08271200243482,76.45507802619103,67.53925161504877,78.90794564528457,52.0
2546,2014-15,Carmelo Anthony,40.78105672752196,78.03850369709342,71.65224375542384,55.27387391438317,59.33992446223492,52.0
2546,2015-16,Carmelo Anthony,51.086270900120574,67.2627002812672,62.05217671593242,51.72777628913268,61.70678282857927,44.20469092128891
2546,2016-17,Carmelo Anthony,48.16665379221474,64.76316701952165,57.99828161093467,51.341304093577826,61.84593475094762,69.09365959939167
2546,2017-18,Carmelo Anthony,59.71317647679889,58.3491275481568,46.93535819507598,61.975977833731456,71.41026909116334,59.628178262676535
2546,2018-19,Carmelo Anthony,65.99753932825472,76.10987416987712,43.835387757264016,67.00048104024086,72.7220386169883,65.17522463896994
2546,2019-20,Carmelo Anthony,53.90784114717378,63.65788522481055,60.32950950379429,54.62376421114338,61.98915830443151,67.27707057813944
2546,2020-21,Carmelo Anthony,49.356572060289054,56.88345972441181,60.708427954814645,65.98174726847746,60.697769965856835,66.57527926333968
2546,2021-22,Carmelo Anthony,55.388252548443944,57.396484187919306,57.74023777039766,66.9713671965868,62.294003844074474,63.935158978596405
2547,2013-14,Chris Bosh,88.93575364012862,65.13474521024388,68.72550705046254,82.05876689001896,95.14276389515183,52.0
2547,2014-15,Chris Bosh,75.72423909660887,66.13148338303988,65.47813899647032,64.75301290175823,82.39843404957291,52.0
2547,2015-16,Chris Bosh,76.40052697781859,64.26289483496332,53.762934324361645,60.8926276705424,87.16439108386504,46.65899391359565
2548,2013-14,Dwyane Wade,77.3053193336421,79.68485331701825,82.9403448840098,60.88032662734781,84.53315633345564,52.0
2548,2014-15,Dwyane Wade,66.29041966644574,77.2475775384737,77.7167415049615,51.71442115090667,72.19894109262862,52.0
2548,2015-16,Dwyane Wade,44.18164739509346,65.61830850031872,73.61045758980357,53.05500914202899,65.46352484502299,66.64115614664789
2548,2016-17,Dwyane Wade,41.27473369925325,63.70499478837012,84.72067284664976,60.86031252163819,67.95279887562167,88.73306026674454
2548,2017-18,Dwyane Wade,68.29477539891616,60.99645179754713,74.00023804838621,73.86802654152967,80.23211117940458,79.47653864090643
2548,2018-19,Dwyane Wade,61.00808976156433,50.074097963692154,63.840399298248876,61.73567118387474,70.2594649147616,74.58463043975695
2549,2013-14,Chris Kaman,79.00364479731167,54.053760131286126,45.52845390931651,85.91420350673283,86.71526568648467,52.0
2549,2014-15,Chris Kaman,78.01080892452057,41.08287889889068,43.507886108404556,80.6091156846388,85.4403128115095,52.0
2549,2015-16,Chris Kaman,45.90209111671592,55.08122413502243,37.62070545564198,31.396045970141913,53.473380380458224,39.7729277110632
2550,2013-14,Kirk Hinrich,90.70727010575536,69.61572023826413,77.59899163805005,54.75479461528362,95.42029942071228,52.0
2550,2014-15,Kirk Hinrich,75.9501965815126,66.72952628671747,66.31999225491379,45.07273310466326,82.70868001680118,52.0
2550,2015-16,Kirk Hinrich,43.9330934775285,83.18157811883611,53.76302847898566,38.497299378429275,70.91497054267168,46.05915796870424
2555,2013-14,Nick Collison,83.53101534102169,46.66209643479725,51.433186346652825,59.16602673948675,91.10966793804755,52.0
2555,2014-15,Nick Collison,83.41712430881425,58.616841560104774,61.31858571946461,65.02898120358277,90.99023364189618,52.0
2555,2015-16,Nick Collison,75.33109094101108,60.233154949105305,51.844411131744614,59.51161229597024,79.10165967684559,56.20005165832909
2555,2016-17,Nick Collison,62.22851146804287,53.841296116902754,38.10458954183315,34.00791252404063,60.3934833935496,40.59130195553088
2555,2017-18,Nick Collison,42.394281448413295,42.31267441956853,31.92906456149624,29.302716174747964,61.94708915575274,39.285134905994234
2557,2013-14,Luke Ridnour,51.683659070184866,61.97048948788998,61.48727452803324,41.01651109252981,64.57752830949062,52.0
2557,2014-15,Luke Ridnour,61.176569895823356,60.334097509805815,58.1124119793386,43.119156602128484,70.0170291130909,52.0
2561,2013-14,David West,94.85340336355029,64.73604994112549,65.2307006706203,75.35026155810668,96.48710689859797,52.0
2561,2014-15,David West,86.64980499822221,59.843179916380564,64.3761681683427,71.86201584908773,93.93195206735516,52.0
2561,2015-16,David West,77.76266557203525,54.963697676508865,62.302416504479524,72.63742868731318,85.43293319591344,58.10766593423827
2561,2016-17,David West,82.84304125510927,57.421940578398875,78.87369877403552,83.60714453058937,93.8854374035423,87.41733667309775
2561,2017-18,David West,80.19462483063406,67.0337709591254,75.98995846114636,90.745190116097,91.68641231124629,90.08837379332256
2563,2014-15,Dahntay Jones,32.770608621792874,32.47243517872054,35.75957747866485,25.0,51.20798759445542,52.0
2563,2015-16,Dahntay Jones,32.75331672254864,51.88804586453743,57.17996221513951,50.565670237458846,59.04826039804904,56.324526983977044
2563,2016-17,Dahntay Jones,31.76543733936906,49.463274286043,36.2018991629073,29.916950226511133,50.03748656586205,66.58496191982165
2564,2013-14,Boris Diaw,81.61160754250194,57.78719039122866,58.244860188160736,57.70448251684661,89.09683940360988,52.0
2564,2014-15,Boris Diaw,79.75540444140651,64.93539757568469,48.749563729940505,52.17204762674169,87.3335707452874,52.0
2564,2015-16,Boris Diaw,70.93542117869094,59.1293124301446,44.97171489346116,48.61449692717774,72.46868794871065,43.93123715967573
