NBA_ID,Season,Player,MetricKey,Metric,Source,MatchedBy
1495,2014-15,Tim Duncan,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1495,2014-15,Tim Duncan,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1497,2013-14,Chauncey Billups,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1497,2013-14,Chauncey Billups,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1536,2013-14,Stephen Jackson,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1536,2013-14,Stephen Jackson,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1712,2013-14,Antawn Jamison,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1712,2013-14,Antawn Jamison,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1713,2013-14,Vince Carter,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1713,2013-14,Vince Carter,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1713,2014-15,Vince Carter,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1713,2014-15,Vince Carter,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1717,2013-14,Dirk Nowitzki,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1717,2013-14,Dirk Nowitzki,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1717,2014-15,Dirk Nowitzki,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1717,2014-15,Dirk Nowitzki,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1718,2013-14,Paul Pierce,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1718,2013-14,Paul Pierce,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1718,2014-15,Paul Pierce,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1718,2014-15,Paul Pierce,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1733,2013-14,Al Harrington,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1733,2013-14,Al Harrington,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1737,2013-14,Nazr Mohammed,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1737,2013-14,Nazr Mohammed,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1737,2014-15,Nazr Mohammed,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1737,2014-15,Nazr Mohammed,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1740,2013-14,Rashard Lewis,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1740,2013-14,Rashard Lewis,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1882,2013-14,Elton Brand,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1882,2013-14,Elton Brand,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1882,2014-15,Elton Brand,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1882,2014-15,Elton Brand,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1889,2013-14,Andre Miller,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1889,2013-14,Andre Miller,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1889,2014-15,Andre Miller,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1889,2014-15,Andre Miller,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1890,2013-14,Shawn Marion,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1890,2013-14,Shawn Marion,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1890,2014-15,Shawn Marion,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1890,2014-15,Shawn Marion,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1891,2013-14,Jason Terry,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1891,2013-14,Jason Terry,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1891,2014-15,Jason Terry,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1891,2014-15,Jason Terry,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1897,2013-14,Metta World Peace,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1897,2013-14,Metta World Peace,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1905,2013-14,Andrei Kirilenko,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1905,2013-14,Andrei Kirilenko,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1905,2014-15,Andrei Kirilenko,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1905,2014-15,Andrei Kirilenko,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1938,2013-14,Manu Ginobili,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1938,2013-14,Manu Ginobili,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
1938,2014-15,Manu Ginobili,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
1938,2014-15,Manu Ginobili,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2030,2013-14,Kenyon Martin,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2030,2013-14,Kenyon Martin,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2030,2014-15,Kenyon Martin,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2030,2014-15,Kenyon Martin,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2034,2013-14,Mike Miller,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2034,2013-14,Mike Miller,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2034,2014-15,Mike Miller,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2034,2014-15,Mike Miller,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2037,2013-14,Jamal Crawford,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2037,2013-14,Jamal Crawford,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2037,2014-15,Jamal Crawford,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2037,2014-15,Jamal Crawford,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2037,2019-20,Jamal Crawford,W,STANDING_DUNK_FGA,shooting_splits.csv -> standing dunk FGA / tracking_rebound.csv -> OREB,shot:season+player|default-zero
2037,2019-20,Jamal Crawford,AA,Putback per OReb%,shooting_splits.csv -> Putback FGA / tracking_rebound.csv -> OREB,shot:season+player|default-zero
2037,2019-20,Jamal Crawford,AC,OREB,tracking_rebound.csv -> OREB,
2045,2013-14,Hedo Turkoglu,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2045,2013-14,Hedo Turkoglu,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2045,2014-15,Hedo Turkoglu,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2045,2014-15,Hedo Turkoglu,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2199,2013-14,Tyson Chandler,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2199,2013-14,Tyson Chandler,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2199,2014-15,Tyson Chandler,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2199,2014-15,Tyson Chandler,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2200,2013-14,Pau Gasol,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2200,2013-14,Pau Gasol,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2200,2014-15,Pau Gasol,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2200,2014-15,Pau Gasol,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2202,2014-15,Jason Richardson,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2202,2014-15,Jason Richardson,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2203,2013-14,Shane Battier,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2203,2013-14,Shane Battier,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2207,2013-14,Joe Johnson,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2207,2013-14,Joe Johnson,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2207,2014-15,Joe Johnson,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2207,2014-15,Joe Johnson,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2207,2021-22,Joe Johnson,W,STANDING_DUNK_FGA,shooting_splits.csv -> standing dunk FGA / tracking_rebound.csv -> OREB,shot:season+player|default-zero
2207,2021-22,Joe Johnson,AA,Putback per OReb%,shooting_splits.csv -> Putback FGA / tracking_rebound.csv -> OREB,shot:season+player|default-zero
2207,2021-22,Joe Johnson,AC,OREB,tracking_rebound.csv -> OREB,
2210,2013-14,Richard Jefferson,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2210,2013-14,Richard Jefferson,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2210,2014-15,Richard Jefferson,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2210,2014-15,Richard Jefferson,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2215,2013-14,Jason Collins,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2215,2013-14,Jason Collins,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2216,2013-14,Zach Randolph,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2216,2013-14,Zach Randolph,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2216,2014-15,Zach Randolph,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2216,2014-15,Zach Randolph,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2217,2014-15,Brendan Haywood,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2217,2014-15,Brendan Haywood,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2222,2013-14,Gerald Wallace,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2222,2013-14,Gerald Wallace,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2222,2014-15,Gerald Wallace,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2222,2014-15,Gerald Wallace,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2223,2013-14,Samuel Dalembert,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2223,2013-14,Samuel Dalembert,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2223,2014-15,Samuel Dalembert,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2223,2014-15,Samuel Dalembert,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2224,2013-14,Jamaal Tinsley,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2224,2013-14,Jamaal Tinsley,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2225,2013-14,Tony Parker,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2225,2013-14,Tony Parker,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2225,2014-15,Tony Parker,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2225,2014-15,Tony Parker,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2229,2013-14,Mike James,W,STANDING_DUNK_FGA,shooting_splits.csv -> standing dunk FGA / tracking_rebound.csv -> OREB,shot:season+player|default-zero;oreb:season+player
2229,2013-14,Mike James,AA,Putback per OReb%,shooting_splits.csv -> Putback FGA / tracking_rebound.csv -> OREB,shot:season+player|default-zero;oreb:season+player
2229,2013-14,Mike James,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2229,2013-14,Mike James,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2248,2013-14,Earl Watson,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2248,2013-14,Earl Watson,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2365,2013-14,Chris Andersen,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2365,2013-14,Chris Andersen,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2365,2014-15,Chris Andersen,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2365,2014-15,Chris Andersen,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2399,2013-14,Mike Dunleavy,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2399,2013-14,Mike Dunleavy,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2399,2014-15,Mike Dunleavy,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2399,2014-15,Mike Dunleavy,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2400,2013-14,Drew Gooden,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2400,2013-14,Drew Gooden,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2400,2014-15,Drew Gooden,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2400,2014-15,Drew Gooden,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2403,2013-14,Nene,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2403,2013-14,Nene,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2403,2014-15,Nene,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2403,2014-15,Nene,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2405,2013-14,Amare Stoudemire,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2405,2013-14,Amare Stoudemire,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2405,2014-15,Amare Stoudemire,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2405,2014-15,Amare Stoudemire,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2406,2013-14,Caron Butler,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2406,2013-14,Caron Butler,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2406,2014-15,Caron Butler,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2406,2014-15,Caron Butler,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2408,2013-14,Melvin Ely,W,STANDING_DUNK_FGA,shooting_splits.csv -> standing dunk FGA / tracking_rebound.csv -> OREB,shot:season+player;oreb:season+player
2408,2013-14,Melvin Ely,AA,Putback per OReb%,shooting_splits.csv -> Putback FGA / tracking_rebound.csv -> OREB,shot:season+player|default-zero;oreb:season+player
2408,2013-14,Melvin Ely,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2408,2013-14,Melvin Ely,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2419,2013-14,Tayshaun Prince,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2419,2013-14,Tayshaun Prince,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2419,2014-15,Tayshaun Prince,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2419,2014-15,Tayshaun Prince,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2422,2013-14,John Salmons,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2422,2013-14,John Salmons,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2422,2014-15,John Salmons,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2422,2014-15,John Salmons,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2427,2013-14,Roger Mason Jr,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2427,2013-14,Roger Mason Jr,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2430,2013-14,Carlos Boozer,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2430,2013-14,Carlos Boozer,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2430,2014-15,Carlos Boozer,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2430,2014-15,Carlos Boozer,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2440,2013-14,Matt Barnes,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2440,2013-14,Matt Barnes,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2440,2014-15,Matt Barnes,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2440,2014-15,Matt Barnes,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2446,2013-14,Rasual Butler,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2446,2013-14,Rasual Butler,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2446,2014-15,Rasual Butler,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2446,2014-15,Rasual Butler,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2449,2013-14,Luis Scola,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2449,2013-14,Luis Scola,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2449,2014-15,Luis Scola,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2449,2014-15,Luis Scola,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2457,2013-14,Jannero Pargo,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2457,2013-14,Jannero Pargo,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2457,2014-15,Jannero Pargo,W,STANDING_DUNK_FGA,shooting_splits.csv -> standing dunk FGA / tracking_rebound.csv -> OREB,shot:season+player|default-zero;oreb:season+player
2457,2014-15,Jannero Pargo,AA,Putback per OReb%,shooting_splits.csv -> Putback FGA / tracking_rebound.csv -> OREB,shot:season+player|default-zero;oreb:season+player
2457,2014-15,Jannero Pargo,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2457,2014-15,Jannero Pargo,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2501,2013-14,Reggie Evans,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2501,2013-14,Reggie Evans,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2501,2014-15,Reggie Evans,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2501,2014-15,Reggie Evans,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2544,2013-14,LeBron James,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2544,2013-14,LeBron James,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2544,2014-15,LeBron James,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2544,2014-15,LeBron James,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2546,2013-14,Carmelo Anthony,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2546,2013-14,Carmelo Anthony,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2546,2014-15,Carmelo Anthony,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2546,2014-15,Carmelo Anthony,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2547,2013-14,Chris Bosh,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2547,2013-14,Chris Bosh,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2547,2014-15,Chris Bosh,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2547,2014-15,Chris Bosh,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2548,2013-14,Dwyane Wade,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
2548,2013-14,Dwyane Wade,AS,CONTESTED_SHOTS,hustle.csv -> CONTESTED_SHOTS with season-aware zero fill,
2548,2014-15,Dwyane Wade,AO,CHARGES_DRAWN,hustle.csv -> CHARGES_DRAWN with season-aware zero fill,
